Time,Open,High,Low,Close,Volume
2023-09-05T05:00:00+0000,15709.0,15784.25,15612.25,15732.0,10515
2023-09-06T05:00:00+0000,15711.75,15730.0,15506.75,15595.5,14574
2023-09-07T05:00:00+0000,15586.25,15590.75,15351.75,15477.25,25007
2023-09-08T05:00:00+0000,15480.25,15586.5,15417.0,15493.75,165283
2023-09-11T05:00:00+0000,15501.75,15696.0,15492.75,15674.25,606599
2023-09-12T05:00:00+0000,15662.25,15680.0,15483.75,15500.0,643521
2023-09-13T05:00:00+0000,15500.75,15619.75,15406.0,15552.25,752742
2023-09-14T05:00:00+0000,15569.0,15714.5,15531.0,15673.5,648254
2023-09-15T05:00:00+0000,15677.0,15719.75,15356.75,15392.25,708762
2023-09-18T05:00:00+0000,15382.25,15461.0,15330.5,15414.5,509746
2023-09-19T05:00:00+0000,15424.25,15442.25,15248.5,15375.25,552065
2023-09-20T05:00:00+0000,15375.25,15436.25,15127.0,15152.0,605256
2023-09-21T05:00:00+0000,15133.25,15149.0,14841.0,14862.75,702742
2023-09-22T05:00:00+0000,14854.5,15027.5,14836.25,14869.5,624056
2023-09-25T05:00:00+0000,14880.25,14955.75,14782.25,14935.25,568859
2023-09-26T05:00:00+0000,14949.0,14949.0,14666.25,14715.0,667617
2023-09-27T05:00:00+0000,14725.25,14821.5,14586.0,14739.0,716200
2023-09-28T05:00:00+0000,14772.5,14947.5,14658.0,14859.75,734472
2023-09-29T05:00:00+0000,14876.5,15060.75,14811.0,14866.5,745541
2023-10-02T05:00:00+0000,14965.0,15046.0,14826.0,14984.75,762896
2023-10-03T05:00:00+0000,14989.5,15031.0,14651.5,14714.5,762964
2023-10-04T05:00:00+0000,14713.75,14956.0,14589.0,14923.75,803257
2023-10-05T05:00:00+0000,14903.0,14958.75,14716.25,14861.75,676461
2023-10-06T05:00:00+0000,14853.75,15160.25,14660.0,15112.0,840602
2023-10-09T05:00:00+0000,15040.25,15212.75,14949.5,15187.0,617072
2023-10-10T05:00:00+0000,15196.5,15383.5,15171.75,15270.75,648613
2023-10-11T05:00:00+0000,15282.25,15416.75,15253.0,15380.0,614965
2023-10-12T05:00:00+0000,15407.5,15468.75,15216.25,15315.0,747494
2023-10-13T05:00:00+0000,15324.0,15366.75,15062.25,15120.25,777005
2023-10-16T05:00:00+0000,15120.0,15336.75,15083.0,15289.5,641294
2023-10-17T05:00:00+0000,15305.75,15309.25,15050.25,15240.75,781599
2023-10-18T05:00:00+0000,15236.5,15238.25,14979.25,15025.25,853599
2023-10-19T05:00:00+0000,15045.0,15138.25,14839.5,14890.0,1019700
2023-10-20T05:00:00+0000,14850.0,14887.5,14645.0,14664.0,846675
2023-10-23T05:00:00+0000,14680.0,14853.75,14514.25,14712.0,765733
2023-10-24T05:00:00+0000,14744.0,14948.75,14706.0,14846.5,703058
2023-10-25T05:00:00+0000,14828.0,14855.0,14444.0,14478.25,820677
2023-10-26T05:00:00+0000,14425.0,14459.0,14140.25,14194.0,987597
2023-10-27T05:00:00+0000,14248.25,14407.75,14209.75,14265.25,782097
2023-10-30T05:00:00+0000,14336.0,14476.5,14303.0,14416.5,704860
2023-10-31T05:00:00+0000,14410.5,14503.75,14311.25,14490.25,712605
2023-11-01T05:00:00+0000,14460.0,14762.0,14410.75,14744.5,741817
2023-11-02T05:00:00+0000,14761.25,15017.25,14760.0,14998.0,652481
2023-11-03T05:00:00+0000,14928.0,15228.5,14925.5,15178.75,633835
2023-11-06T06:00:00+0000,15187.0,15257.5,15138.0,15232.5,496129
2023-11-07T06:00:00+0000,15215.0,15412.25,15176.0,15374.25,585124
2023-11-08T06:00:00+0000,15373.0,15417.5,15286.75,15386.5,547842
2023-11-09T06:00:00+0000,15356.25,15453.75,15236.75,15256.0,710427
2023-11-10T06:00:00+0000,15254.75,15612.75,15207.25,15596.25,679633
2023-11-13T06:00:00+0000,15586.25,15601.25,15465.25,15547.0,532937
2023-11-14T06:00:00+0000,15558.0,15918.75,15552.0,15879.75,656099
2023-11-15T06:00:00+0000,15895.0,16049.5,15832.25,15889.25,685072
2023-11-16T06:00:00+0000,15846.75,15906.75,15796.75,15897.5,634456
2023-11-17T06:00:00+0000,15897.75,15940.0,15825.0,15895.75,562424
2023-11-20T06:00:00+0000,15895.0,16116.75,15837.25,16086.5,559493
2023-11-21T06:00:00+0000,16087.5,16122.5,15912.0,15990.25,575452
2023-11-22T06:00:00+0000,15967.25,16173.5,15942.75,16049.25,624552
2023-11-24T06:00:00+0000,16036.75,16086.5,15981.75,16021.0,296604
2023-11-27T06:00:00+0000,16008.0,16089.25,15938.75,16008.75,502555
2023-11-28T06:00:00+0000,16005.25,16071.5,15945.25,16048.0,598224
2023-11-29T06:00:00+0000,16055.5,16208.5,16013.5,16023.75,634326
2023-11-30T06:00:00+0000,16040.25,16098.5,15856.0,15985.5,694118
2023-12-01T06:00:00+0000,15955.0,16050.0,15864.0,16023.75,621710
2023-12-04T06:00:00+0000,16022.0,16026.0,15721.25,15869.0,721019
2023-12-05T06:00:00+0000,15863.25,15961.0,15761.25,15908.75,683586
2023-12-06T06:00:00+0000,15897.0,16037.75,15802.0,15815.25,675482
2023-12-07T06:00:00+0000,15814.5,16066.0,15791.0,16038.75,632326
2023-12-08T06:00:00+0000,16017.5,16118.75,15888.25,16098.25,588926
2023-12-11T06:00:00+0000,16093.0,16248.0,16045.5,16237.0,394184
2023-12-12T06:00:00+0000,16240.0,16389.5,16185.25,16362.75,253666
2023-12-13T06:00:00+0000,16383.0,16593.0,16365.5,16563.75,155141
2023-12-14T06:00:00+0000,16561.5,16674.5,16418.75,16541.5,131883
2023-12-15T06:00:00+0000,16532.5,16612.5,16521.5,16530.23,12648
