Time,Open,High,Low,Close,Volume
2017-11-23T14:32:00+0000,6389.5,6390.5,6389.25,6390.5,114
2017-11-23T14:33:00+0000,6390.75,6391.0,6390.0,6390.5,106
2017-11-23T14:34:00+0000,6390.5,6390.5,6389.5,6389.75,24
2017-11-23T14:35:00+0000,6389.5,6390.0,6388.25,6388.25,189
2017-11-23T14:36:00+0000,6388.5,6389.0,6387.75,6388.0,157
2017-11-23T14:37:00+0000,6388.25,6388.75,6387.5,6388.75,89
2017-11-23T14:38:00+0000,6388.5,6388.75,6388.0,6388.5,127
2017-11-23T14:39:00+0000,6388.25,6388.75,6388.25,6388.75,92
2017-11-23T14:40:00+0000,6388.75,6389.0,6388.25,6388.25,102
2017-11-23T14:41:00+0000,6388.5,6388.75,6388.5,6388.5,49
2017-11-23T14:42:00+0000,6388.25,6388.75,6388.0,6388.75,79
2017-11-23T14:43:00+0000,6388.75,6389.5,6388.75,6389.5,57
2017-11-23T14:44:00+0000,6389.5,6389.5,6389.0,6389.25,21
2017-11-23T14:45:00+0000,6389.25,6389.5,6388.75,6389.25,40
2017-11-23T14:46:00+0000,6389.0,6389.25,6388.75,6389.0,88
2017-11-23T14:47:00+0000,6389.25,6389.5,6389.0,6389.25,19
2017-11-23T14:48:00+0000,6389.25,6389.5,6389.25,6389.5,25
2017-11-23T14:49:00+0000,6389.5,6389.5,6389.25,6389.25,37
2017-11-23T14:50:00+0000,6389.5,6390.0,6389.5,6390.0,25
2017-11-23T14:51:00+0000,6389.75,6389.75,6388.75,6388.75,32
2017-11-23T14:52:00+0000,6388.75,6389.5,6388.75,6389.0,64
2017-11-23T14:53:00+0000,6388.75,6389.0,6388.5,6388.75,6
2017-11-23T14:54:00+0000,6389.0,6389.25,6389.0,6389.0,12
2017-11-23T14:55:00+0000,6389.0,6389.0,6388.5,6388.5,24
2017-11-23T14:56:00+0000,6388.5,6388.5,6388.25,6388.5,80
2017-11-23T14:57:00+0000,6388.5,6388.75,6388.5,6388.75,27
2017-11-23T14:58:00+0000,6388.75,6389.0,6388.75,6389.0,14
2017-11-23T14:59:00+0000,6389.0,6389.25,6388.75,6388.75,9
2017-11-23T15:00:00+0000,6389.0,6389.0,6387.5,6388.0,118
2017-11-23T15:01:00+0000,6388.25,6388.25,6387.25,6387.5,70
2017-11-23T15:02:00+0000,6387.5,6387.5,6386.75,6386.75,25
2017-11-23T15:03:00+0000,6386.75,6387.0,6386.5,6386.5,42
2017-11-23T15:04:00+0000,6386.75,6386.75,6386.25,6386.5,79
2017-11-23T15:05:00+0000,6386.5,6386.5,6386.25,6386.25,27
2017-11-23T15:06:00+0000,6386.0,6386.25,6386.0,6386.25,39
2017-11-23T15:07:00+0000,6386.0,6386.25,6386.0,6386.25,15
2017-11-23T15:08:00+0000,6386.0,6386.25,6385.25,6386.25,98
2017-11-23T15:09:00+0000,6386.25,6386.5,6385.75,6386.0,66
2017-11-23T15:10:00+0000,6386.25,6386.25,6385.75,6386.0,21
2017-11-23T15:11:00+0000,6386.0,6386.25,6385.5,6385.75,69
2017-11-23T15:12:00+0000,6385.75,6386.0,6385.75,6385.75,10
2017-11-23T15:13:00+0000,6385.75,6386.5,6385.75,6386.5,65
2017-11-23T15:14:00+0000,6386.5,6386.5,6385.5,6386.0,91
2017-11-23T15:15:00+0000,6386.0,6386.25,6385.75,6386.25,20
2017-11-23T15:16:00+0000,6386.0,6386.0,6386.0,6386.0,15
2017-11-23T15:17:00+0000,6386.0,6386.0,6386.0,6386.0,28
2017-11-23T15:18:00+0000,6386.25,6386.5,6386.0,6386.5,47
2017-11-23T15:19:00+0000,6386.5,6387.0,6386.5,6387.0,54
2017-11-23T15:20:00+0000,6386.75,6387.0,6386.75,6386.75,9
2017-11-23T15:21:00+0000,6387.0,6387.0,6386.25,6386.25,28
2017-11-23T15:22:00+0000,6386.25,6386.25,6386.25,6386.25,19
2017-11-23T15:23:00+0000,6386.5,6386.5,6386.25,6386.25,6
2017-11-23T15:24:00+0000,6386.25,6386.5,6386.25,6386.5,36
2017-11-23T15:25:00+0000,6386.5,6386.75,6386.25,6386.75,53
2017-11-23T15:26:00+0000,6386.5,6387.0,6386.5,6386.5,57
2017-11-23T15:27:00+0000,6386.5,6386.5,6386.5,6386.5,16
2017-11-23T15:28:00+0000,6386.25,6386.75,6386.25,6386.75,17
2017-11-23T15:29:00+0000,6386.75,6386.75,6386.25,6386.5,24
2017-11-23T15:30:00+0000,6386.75,6386.75,6386.5,6386.75,28
2017-11-23T15:31:00+0000,6386.75,6386.75,6386.75,6386.75,5
2017-11-23T15:32:00+0000,6386.75,6387.0,6386.75,6387.0,28
2017-11-23T15:33:00+0000,6386.75,6387.5,6386.75,6387.25,35
2017-11-23T15:34:00+0000,6387.25,6387.5,6387.25,6387.5,7
2017-11-23T15:35:00+0000,6387.5,6387.5,6387.0,6387.0,43
2017-11-23T15:36:00+0000,6386.75,6387.0,6386.75,6386.75,23
2017-11-23T15:37:00+0000,6387.0,6387.0,6386.75,6386.75,29
2017-11-23T15:38:00+0000,6386.75,6387.0,6386.75,6387.0,26
2017-11-23T15:39:00+0000,6387.0,6387.25,6387.0,6387.0,17
2017-11-23T15:40:00+0000,6387.0,6387.0,6386.75,6386.75,50
2017-11-23T15:41:00+0000,6387.0,6387.0,6386.75,6387.0,36
2017-11-23T15:42:00+0000,6386.75,6386.75,6386.25,6386.25,24
2017-11-23T15:43:00+0000,6386.5,6386.5,6386.0,6386.25,15
2017-11-23T15:44:00+0000,6386.0,6387.0,6386.0,6387.0,107
2017-11-23T15:45:00+0000,6387.25,6387.5,6386.5,6386.75,81
2017-11-23T15:46:00+0000,6386.5,6386.75,6386.25,6386.25,16
2017-11-23T15:47:00+0000,6386.25,6386.25,6386.0,6386.0,13
2017-11-23T15:48:00+0000,6386.0,6386.25,6385.75,6386.0,56
2017-11-23T15:49:00+0000,6386.0,6386.5,6386.0,6386.25,40
2017-11-23T15:50:00+0000,6386.25,6386.5,6386.25,6386.5,41
2017-11-23T15:51:00+0000,6386.25,6386.25,6386.25,6386.25,8
2017-11-23T15:52:00+0000,6386.0,6386.25,6386.0,6386.25,22
2017-11-23T15:53:00+0000,6386.25,6386.5,6386.25,6386.5,28
2017-11-23T15:54:00+0000,6386.75,6386.75,6386.5,6386.5,6
2017-11-23T15:55:00+0000,6386.5,6386.75,6386.5,6386.75,7
2017-11-23T15:56:00+0000,6386.5,6386.5,6385.75,6385.75,57
2017-11-23T15:57:00+0000,6385.75,6386.0,6385.75,6386.0,19
2017-11-23T15:58:00+0000,6386.0,6386.5,6386.0,6386.5,48
2017-11-23T15:59:00+0000,6386.25,6386.5,6386.25,6386.25,8
2017-11-23T16:00:00+0000,6386.25,6386.5,6386.25,6386.5,15
2017-11-23T16:01:00+0000,6386.25,6386.25,6386.0,6386.25,14
2017-11-23T16:02:00+0000,6386.25,6386.25,6386.0,6386.0,12
2017-11-23T16:03:00+0000,6386.25,6386.25,6386.0,6386.0,10
2017-11-23T16:04:00+0000,6385.75,6386.25,6385.75,6386.25,21
2017-11-23T16:05:00+0000,6386.0,6386.0,6385.5,6385.75,24
2017-11-23T16:06:00+0000,6385.75,6385.75,6385.0,6385.5,129
