Time,Open,High,Low,Close,Volume,index
2016-06-02T05:00:00+0000,4501.75,4502.0,4501.0,4502.0,4,2016-06-02T05:00:00+0000
2016-06-02T06:00:00+0000,4503.25,4505.25,4503.25,4505.25,2,2016-06-02T06:00:00+0000
2016-06-02T07:00:00+0000,4505.25,4508.5,4502.0,4505.0,10,2016-06-02T07:00:00+0000
2016-06-02T08:00:00+0000,4505.0,4509.75,4505.0,4507.25,8,2016-06-02T08:00:00+0000
2016-06-02T09:00:00+0000,4510.5,4511.25,4510.5,4511.25,3,2016-06-02T09:00:00+0000
2016-06-02T10:00:00+0000,4510.0,4512.0,4509.5,4512.0,7,2016-06-02T10:00:00+0000
2016-06-02T11:00:00+0000,4512.0,4512.25,4512.0,4512.25,3,2016-06-02T11:00:00+0000
2016-06-02T12:00:00+0000,4507.25,4509.5,4504.75,4504.75,27,2016-06-02T12:00:00+0000
2016-06-02T13:00:00+0000,4504.0,4505.5,4479.5,4484.0,136,2016-06-02T13:00:00+0000
2016-06-02T14:00:00+0000,4486.25,4505.0,4486.25,4500.5,102,2016-06-02T14:00:00+0000
2016-06-02T15:00:00+0000,4500.0,4509.75,4500.0,4504.0,77,2016-06-02T15:00:00+0000
2016-06-02T16:00:00+0000,4502.0,4505.5,4492.0,4505.5,46,2016-06-02T16:00:00+0000
2016-06-02T17:00:00+0000,4507.0,4511.0,4502.5,4511.0,33,2016-06-02T17:00:00+0000
2016-06-02T18:00:00+0000,4512.0,4517.0,4512.0,4516.5,62,2016-06-02T18:00:00+0000
2016-06-02T19:00:00+0000,4517.5,4521.75,4513.25,4521.75,79,2016-06-02T19:00:00+0000
2016-06-02T20:00:00+0000,4521.75,4526.5,4521.75,4524.5,49,2016-06-02T20:00:00+0000
2016-06-02T22:00:00+0000,4521.25,4522.0,4520.25,4522.0,9,2016-06-02T22:00:00+0000
2016-06-02T23:00:00+0000,4521.0,4521.0,4521.0,4521.0,1,2016-06-02T23:00:00+0000
2016-06-03T00:00:00+0000,4523.5,4523.5,4522.0,4522.0,2,2016-06-03T00:00:00+0000
2016-06-03T01:00:00+0000,4524.0,4524.25,4521.25,4521.25,17,2016-06-03T01:00:00+0000
2016-06-03T02:00:00+0000,4521.25,4521.25,4520.0,4520.0,7,2016-06-03T02:00:00+0000
2016-06-03T04:00:00+0000,4520.25,4520.25,4520.25,4520.25,2,2016-06-03T04:00:00+0000
2016-06-03T06:00:00+0000,4524.0,4524.0,4524.0,4524.0,4,2016-06-03T06:00:00+0000
2016-06-03T07:00:00+0000,4525.25,4525.5,4525.25,4525.5,3,2016-06-03T07:00:00+0000
2016-06-03T08:00:00+0000,4519.0,4522.75,4518.0,4522.75,6,2016-06-03T08:00:00+0000
2016-06-03T09:00:00+0000,4522.0,4522.0,4521.75,4521.75,11,2016-06-03T09:00:00+0000
2016-06-03T11:00:00+0000,4522.75,4524.0,4522.75,4524.0,2,2016-06-03T11:00:00+0000
2016-06-03T12:00:00+0000,4523.75,4529.75,4500.25,4506.25,74,2016-06-03T12:00:00+0000
2016-06-03T13:00:00+0000,4504.75,4513.75,4490.25,4496.5,201,2016-06-03T13:00:00+0000
2016-06-03T14:00:00+0000,4490.25,4495.5,4471.75,4493.0,264,2016-06-03T14:00:00+0000
2016-06-03T15:00:00+0000,4494.25,4502.25,4486.0,4502.25,70,2016-06-03T15:00:00+0000
2016-06-03T16:00:00+0000,4502.5,4508.75,4491.75,4492.5,271,2016-06-03T16:00:00+0000
2016-06-03T17:00:00+0000,4491.5,4500.0,4491.5,4498.25,74,2016-06-03T17:00:00+0000
2016-06-03T18:00:00+0000,4497.75,4509.75,4493.25,4508.0,110,2016-06-03T18:00:00+0000
2016-06-03T19:00:00+0000,4505.5,4506.75,4499.0,4499.75,115,2016-06-03T19:00:00+0000
2016-06-03T20:00:00+0000,4500.5,4501.5,4498.75,4501.5,8,2016-06-03T20:00:00+0000
2016-06-05T22:00:00+0000,4503.25,4503.25,4502.75,4502.75,3,2016-06-05T22:00:00+0000
2016-06-05T23:00:00+0000,4497.0,4498.0,4496.0,4498.0,4,2016-06-05T23:00:00+0000
2016-06-06T00:00:00+0000,4498.0,4498.5,4498.0,4498.5,3,2016-06-06T00:00:00+0000
2016-06-06T01:00:00+0000,4498.25,4502.5,4498.25,4500.0,8,2016-06-06T01:00:00+0000
2016-06-06T02:00:00+0000,4499.5,4499.75,4499.5,4499.75,12,2016-06-06T02:00:00+0000
2016-06-06T03:00:00+0000,4501.0,4504.0,4501.0,4504.0,9,2016-06-06T03:00:00+0000
2016-06-06T04:00:00+0000,4504.0,4504.5,4502.75,4504.0,5,2016-06-06T04:00:00+0000
2016-06-06T05:00:00+0000,4504.5,4505.5,4503.75,4505.5,7,2016-06-06T05:00:00+0000
2016-06-06T06:00:00+0000,4506.75,4506.75,4501.5,4501.5,8,2016-06-06T06:00:00+0000
2016-06-06T07:00:00+0000,4507.5,4515.5,4507.5,4515.5,45,2016-06-06T07:00:00+0000
2016-06-06T08:00:00+0000,4507.0,4507.5,4505.75,4505.75,29,2016-06-06T08:00:00+0000
2016-06-06T09:00:00+0000,4509.5,4509.5,4504.75,4509.25,8,2016-06-06T09:00:00+0000
2016-06-06T10:00:00+0000,4506.75,4506.75,4504.0,4504.0,4,2016-06-06T10:00:00+0000
2016-06-06T11:00:00+0000,4507.25,4509.25,4507.0,4508.75,10,2016-06-06T11:00:00+0000
2016-06-06T12:00:00+0000,4510.75,4512.75,4510.75,4512.0,11,2016-06-06T12:00:00+0000
2016-06-06T13:00:00+0000,4512.75,4519.75,4503.75,4514.5,160,2016-06-06T13:00:00+0000
2016-06-06T14:00:00+0000,4514.25,4517.75,4510.75,4517.75,135,2016-06-06T14:00:00+0000
2016-06-06T15:00:00+0000,4518.0,4521.75,4514.0,4514.0,50,2016-06-06T15:00:00+0000
2016-06-06T16:00:00+0000,4515.0,4516.25,4501.75,4506.5,215,2016-06-06T16:00:00+0000
2016-06-06T17:00:00+0000,4507.75,4521.0,4507.75,4520.75,154,2016-06-06T17:00:00+0000
2016-06-06T18:00:00+0000,4522.0,4527.25,4520.5,4520.5,97,2016-06-06T18:00:00+0000
2016-06-06T19:00:00+0000,4521.0,4522.75,4515.5,4515.75,98,2016-06-06T19:00:00+0000
2016-06-06T20:00:00+0000,4517.5,4518.0,4516.75,4516.75,8,2016-06-06T20:00:00+0000
2016-06-06T22:00:00+0000,4514.0,4515.0,4514.0,4515.0,2,2016-06-06T22:00:00+0000
2016-06-07T00:00:00+0000,4514.25,4514.25,4514.25,4514.25,1,2016-06-07T00:00:00+0000
2016-06-07T01:00:00+0000,4515.0,4516.0,4515.0,4516.0,31,2016-06-07T01:00:00+0000
2016-06-07T02:00:00+0000,4517.0,4519.0,4516.5,4518.0,104,2016-06-07T02:00:00+0000
2016-06-07T03:00:00+0000,4517.0,4517.0,4517.0,4517.0,2,2016-06-07T03:00:00+0000
2016-06-07T05:00:00+0000,4518.5,4520.0,4518.5,4519.75,10,2016-06-07T05:00:00+0000
2016-06-07T06:00:00+0000,4521.25,4524.0,4521.25,4523.25,18,2016-06-07T06:00:00+0000
2016-06-07T07:00:00+0000,4522.75,4534.75,4522.75,4532.5,76,2016-06-07T07:00:00+0000
2016-06-07T08:00:00+0000,4533.0,4535.75,4533.0,4534.75,11,2016-06-07T08:00:00+0000
2016-06-07T09:00:00+0000,4534.0,4537.25,4534.0,4534.75,43,2016-06-07T09:00:00+0000
2016-06-07T10:00:00+0000,4534.75,4534.75,4533.0,4533.25,36,2016-06-07T10:00:00+0000
