Time,Open,High,Low,Close,Volume,index
2023-07-03T05:00:00+0000,1945.4,1958.8,1937.0,1948.6,1861,2023-07-03T05:00:00+0000
2023-07-05T05:00:00+0000,1948.0,1961.5,1942.0,1946.2,1973,2023-07-05T05:00:00+0000
2023-07-06T05:00:00+0000,1943.0,1953.0,1927.6,1934.6,3170,2023-07-06T05:00:00+0000
2023-07-07T05:00:00+0000,1936.7,1960.0,1934.7,1951.6,2352,2023-07-07T05:00:00+0000
2023-07-10T05:00:00+0000,1949.4,1951.5,1937.2,1950.1,2787,2023-07-10T05:00:00+0000
2023-07-11T05:00:00+0000,1949.8,1963.5,1949.6,1956.2,2971,2023-07-11T05:00:00+0000
2023-07-12T05:00:00+0000,1957.3,1984.0,1957.3,1980.8,3812,2023-07-12T05:00:00+0000
2023-07-13T05:00:00+0000,1981.1,1987.2,1976.0,1982.9,1912,2023-07-13T05:00:00+0000
2023-07-14T05:00:00+0000,1984.4,1986.7,1974.5,1983.4,3780,2023-07-14T05:00:00+0000
2023-07-17T05:00:00+0000,1977.2,1982.5,1968.5,1975.5,2111,2023-07-17T05:00:00+0000
2023-07-18T05:00:00+0000,1977.7,2006.8,1977.7,1999.8,6091,2023-07-18T05:00:00+0000
2023-07-19T05:00:00+0000,2001.5,2003.4,1992.6,1999.9,3727,2023-07-19T05:00:00+0000
2023-07-20T05:00:00+0000,1998.7,2008.5,1987.1,1990.2,3475,2023-07-20T05:00:00+0000
2023-07-21T05:00:00+0000,1991.9,1995.0,1978.5,1985.8,3030,2023-07-21T05:00:00+0000
2023-07-24T05:00:00+0000,1983.2,1988.7,1974.7,1981.6,6444,2023-07-24T05:00:00+0000
2023-07-25T05:00:00+0000,1976.1,1986.2,1971.1,1983.1,8628,2023-07-25T05:00:00+0000
2023-07-26T05:00:00+0000,1985.9,1999.3,1982.8,1989.7,11940,2023-07-26T05:00:00+0000
2023-07-27T05:00:00+0000,1991.8,2002.0,1961.4,1965.3,16908,2023-07-27T05:00:00+0000
2023-07-28T05:00:00+0000,1965.9,1982.0,1964.5,1980.0,12411,2023-07-28T05:00:00+0000
2023-07-31T05:00:00+0000,1978.0,1991.0,1967.2,1989.3,6274,2023-07-31T05:00:00+0000
2023-08-01T05:00:00+0000,1985.1,1985.1,1959.0,1959.2,7511,2023-08-01T05:00:00+0000
2023-08-02T05:00:00+0000,1967.8,1972.4,1949.6,1955.5,7288,2023-08-02T05:00:00+0000
2023-08-03T05:00:00+0000,1951.4,1955.0,1945.0,1949.4,7323,2023-08-03T05:00:00+0000
2023-08-04T05:00:00+0000,1950.2,1964.6,1936.0,1956.6,5383,2023-08-04T05:00:00+0000
2023-08-07T05:00:00+0000,1958.6,1962.0,1946.7,1950.5,3168,2023-08-07T05:00:00+0000
2023-08-08T05:00:00+0000,1951.7,1953.1,1937.3,1940.5,6301,2023-08-08T05:00:00+0000
2023-08-09T05:00:00+0000,1939.7,1946.7,1928.4,1931.5,5190,2023-08-09T05:00:00+0000
2023-08-10T05:00:00+0000,1930.2,1944.4,1925.8,1930.0,6726,2023-08-10T05:00:00+0000
2023-08-11T05:00:00+0000,1925.9,1934.4,1924.0,1927.7,4670,2023-08-11T05:00:00+0000
2023-08-14T05:00:00+0000,1926.8,1929.2,1915.8,1925.2,5672,2023-08-14T05:00:00+0000
2023-08-15T05:00:00+0000,1920.0,1925.2,1909.0,1916.5,4162,2023-08-15T05:00:00+0000
2023-08-16T05:00:00+0000,1914.5,1919.4,1903.7,1909.8,4897,2023-08-16T05:00:00+0000
2023-08-17T05:00:00+0000,1904.5,1914.9,1895.9,1896.7,6117,2023-08-17T05:00:00+0000
2023-08-18T05:00:00+0000,1900.4,1907.4,1897.7,1898.1,5152,2023-08-18T05:00:00+0000
2023-08-21T05:00:00+0000,1900.1,1909.5,1895.3,1905.1,6045,2023-08-21T05:00:00+0000
2023-08-22T05:00:00+0000,1905.9,1915.2,1899.7,1908.1,5199,2023-08-22T05:00:00+0000
2023-08-23T05:00:00+0000,1909.1,1931.3,1909.1,1929.9,9512,2023-08-23T05:00:00+0000
2023-08-24T05:00:00+0000,1927.5,1932.9,1920.9,1928.5,6635,2023-08-24T05:00:00+0000
2023-08-25T05:00:00+0000,1926.2,1931.7,1912.7,1921.3,7612,2023-08-25T05:00:00+0000
2023-08-28T05:00:00+0000,1929.2,1935.2,1921.5,1927.9,6600,2023-08-28T05:00:00+0000
2023-08-29T05:00:00+0000,1929.7,1947.2,1923.1,1946.1,7519,2023-08-29T05:00:00+0000
2023-08-30T05:00:00+0000,1947.8,1958.0,1943.8,1954.0,6328,2023-08-30T05:00:00+0000
2023-08-31T05:00:00+0000,1951.8,1955.6,1946.6,1947.0,4059,2023-08-31T05:00:00+0000
2023-09-01T05:00:00+0000,1947.9,1961.1,1942.3,1948.4,6262,2023-09-01T05:00:00+0000
2023-09-05T05:00:00+0000,1947.9,1954.1,1932.4,1934.3,7207,2023-09-05T05:00:00+0000
2023-09-06T05:00:00+0000,1933.4,1936.1,1921.6,1925.8,5412,2023-09-06T05:00:00+0000
2023-09-07T05:00:00+0000,1923.2,1929.1,1921.9,1924.1,4061,2023-09-07T05:00:00+0000
2023-09-08T05:00:00+0000,1925.7,1935.5,1922.8,1924.6,6624,2023-09-08T05:00:00+0000
2023-09-11T05:00:00+0000,1925.6,1936.5,1921.8,1929.2,3086,2023-09-11T05:00:00+0000
2023-09-12T05:00:00+0000,1927.4,1929.3,1912.0,1917.2,4774,2023-09-12T05:00:00+0000
2023-09-13T05:00:00+0000,1917.8,1920.1,1909.6,1914.4,4871,2023-09-13T05:00:00+0000
2023-09-14T05:00:00+0000,1912.7,1916.0,1903.8,1914.4,5988,2023-09-14T05:00:00+0000
2023-09-15T05:00:00+0000,1914.1,1934.0,1913.3,1927.9,4749,2023-09-15T05:00:00+0000
2023-09-18T05:00:00+0000,1927.7,1937.3,1925.8,1935.2,3188,2023-09-18T05:00:00+0000
2023-09-19T05:00:00+0000,1936.7,1940.3,1932.5,1935.3,2810,2023-09-19T05:00:00+0000
2023-09-20T05:00:00+0000,1934.7,1950.2,1930.4,1948.6,6215,2023-09-20T05:00:00+0000
2023-09-21T05:00:00+0000,1932.8,1933.6,1915.0,1921.2,5622,2023-09-21T05:00:00+0000
2023-09-22T05:00:00+0000,1921.8,1930.5,1921.5,1927.2,3299,2023-09-22T05:00:00+0000
2023-09-25T05:00:00+0000,1926.4,1927.9,1915.5,1918.2,7989,2023-09-25T05:00:00+0000
2023-09-26T05:00:00+0000,1916.7,1917.1,1898.8,1901.6,12743,2023-09-26T05:00:00+0000
2023-09-27T05:00:00+0000,1900.3,1902.9,1872.1,1872.3,12251,2023-09-27T05:00:00+0000
2023-09-28T05:00:00+0000,1875.5,1878.2,1856.7,1860.4,4654,2023-09-28T05:00:00+0000
2023-09-29T05:00:00+0000,1864.3,1872.3,1846.0,1848.1,1605,2023-09-29T05:00:00+0000
2023-10-02T05:00:00+0000,1844.1,1845.9,1826.7,1830.0,2309,2023-10-02T05:00:00+0000
2023-10-03T05:00:00+0000,1825.0,1830.9,1816.8,1824.6,310,2023-10-03T05:00:00+0000
2023-10-04T05:00:00+0000,1821.8,1828.2,1816.4,1818.5,357,2023-10-04T05:00:00+0000
2023-10-05T05:00:00+0000,1826.3,1826.3,1815.6,1816.6,393,2023-10-05T05:00:00+0000
2023-10-06T05:00:00+0000,1819.0,1831.8,1809.4,1830.2,390,2023-10-06T05:00:00+0000
